delta_e,year,month,day,precip,tmax,tmin
0.0812219,2004,4,6,0.0,59.7,34.2
0.0837182,2004,4,7,0.11,62.9,37.2
0.0703052,2004,4,8,0.08,53.8,37.3
0.1059859,2004,4,9,0.0,53.4,33.2
0.106692,2004,4,10,0.0,57.3,29.9
0.1048492,2004,4,11,0.0,45.6,28.6
0.1012056,2004,4,12,0.0,54.6,32.6
0.1062532,2004,4,13,0.0,63.0,38.0
0.1203265,2004,4,14,0.0,62.8,35.5
0.1236594,2004,4,15,0.0,58.5,39.2
0.1164197,2004,4,16,0.0,55.9,39.4
0.1187299,2004,4,17,0.0,56.8,40.7
0.124029,2004,4,18,0.07,52.5,31.5
0.1205497,2004,4,19,0.0,48.2,32.6
0.1122399,2004,4,20,0.0,46.5,31.6
0.1136892,2004,4,21,0.0,55.4,34.5
0.1149403,2004,4,22,0.04,51.3,28.9
0.1046781,2004,4,23,0.06,47.9,30.5
0.1038805,2004,4,24,0.0,53.5,30.4
0.1051273,2004,4,25,0.0,62.2,33.1
0.1262101,2004,4,26,0.0,62.0,33.1
0.1571557,2004,4,27,0.0,67.0,40.3
0.2079856,2004,4,28,0.0,72.8,46.6
0.2387175,2004,4,29,0.0,66.8,24.0
0.2290463,2004,4,30,0.05,44.3,28.2
0.2469789,2004,5,1,0.0,58.7,29.0
0.2978582,2004,5,2,0.0,67.2,40.5
0.3686318,2004,5,3,0.0,71.4,45.6
0.4593153,2004,5,4,0.0,80.1,51.4
0.6299219,2004,5,5,0.0,78.8,58.0
0.6504623,2004,5,6,0.0,74.5,50.6
0.6809455,2004,5,7,0.0,72.8,44.4
0.721379,2004,5,8,0.0,71.9,46.0
0.7517693,2004,5,9,0.0,75.7,45.9
0.7721218,2004,5,10,0.0,72.8,47.7
0.7724411,2004,5,11,0.0,71.1,34.6
0.7511451,2004,5,12,0.07,51.3,31.6
0.7465136,2004,5,13,0.02,51.3,30.6
0.7275306,2004,5,14,0.0,60.4,31.7
0.7084205,2004,5,15,0.0,69.3,38.5
0.6992029,2004,5,16,0.0,70.0,42.4
0.699894,2004,5,17,0.0,69.5,44.2
0.720507,2004,5,18,0.0,69.8,44.3
0.7510527,2004,5,19,0.0,66.4,42.1
0.7615405,2004,5,20,0.0,67.0,40.0
0.7719779,2004,5,21,0.0,68.1,41.4
0.8023714,2004,5,22,0.0,64.0,40.4
0.7927266,2004,5,23,0.0,64.2,38.9
0.8214085,2004,5,24,0.0,64.9,35.9
0.827814,2004,5,25,0.03,56.7,35.3
0.8064087,2004,5,26,0.05,54.5,35.4
0.8203989,2004,5,27,0.0,68.1,40.8
0.811009,2004,5,28,0.0,72.7,47.4
0.8066382,2004,5,29,0.1,67.1,40.1
0.8043748,2004,5,30,0.0,57.9,33.7
0.7858012,2004,5,31,0.0,68.0,31.8
0.8270322,2004,6,1,0.0,74.7,45.6
0.8581012,2004,6,2,0.0,77.4,49.1
0.8990345,2004,6,3,0.0,81.8,53.6
1.0498535,2004,6,4,0.0,86.0,55.7
0.9405755,2004,6,5,0.0,84.9,58.3
0.9212146,2004,6,6,0.0,87.5,59.1
0.9117828,2004,6,7,0.0,85.5,57.3
0.8022896,2004,6,8,0.0,82.4,56.7
0.7427434,2004,6,9,0.0,78.9,55.9
0.8382181,2004,6,10,0.02,64.9,41.9
0.8119503,2004,6,11,0.01,60.6,39.9
0.7924597,2004,6,12,0.0,69.5,44.0
0.7529155,2004,6,13,0.0,76.9,50.1
0.7033248,2004,6,14,0.0,84.0,53.9
0.6836934,2004,6,15,0.0,83.0,53.4
0.6524335,2004,6,16,0.01,75.8,51.2
0.462089,2004,6,17,0.33,73.0,50.6
0.1741701,2004,6,18,0.68,66.1,43.9
0.4832403,2004,6,19,0.0,72.2,47.2
0.4833139,2004,6,20,0.0,78.6,51.7
0.4939413,2004,6,21,0.0,80.0,50.2
0.5087017,2004,6,22,0.0,70.0,47.7
0.4896251,2004,6,23,0.0,76.6,48.7
0.5256098,2004,6,24,0.0,78.7,56.4
0.5936879,2004,6,25,0.0,81.9,55.7
0.6089565,2004,6,26,0.01,81.5,54.8
0.6690264,2004,6,27,0.02,79.4,53.8
0.7053474,2004,6,28,0.01,78.8,53.7
0.7444561,2004,6,29,0.03,76.9,51.3
0.7597378,2004,6,30,0.0,75.2,51.7
0.7420928,2004,7,1,0.0,79.1,55.1
0.7440789,2004,7,2,0.0,78.0,55.6
0.7457679,2004,7,3,0.0,78.3,51.8
0.727215,2004,7,4,0.0,79.1,51.7
0.7184631,2004,7,5,0.0,80.2,54.0
0.7098206,2004,7,6,0.04,77.8,56.6
0.7074023,2004,7,7,0.0,85.0,59.1
0.6986439,2004,7,8,0.0,86.2,59.5
0.6897212,2004,7,9,0.0,84.5,59.4
0.670661,2004,7,10,0.0,83.0,62.3
0.6814851,2004,7,11,0.0,83.5,61.9
0.6622111,2004,7,12,0.0,85.6,61.4
0.6528532,2004,7,13,0.0,88.9,63.9
0.6634234,2004,7,14,0.0,88.0,66.4
0.6529526,2004,7,15,0.11,84.6,58.7
0.4712989,2004,7,16,0.41,80.3,57.6
0.5681714,2004,7,17,0.03,77.6,58.2
0.5320686,2004,7,18,0.08,77.9,58.1
0.5737792,2004,7,19,0.0,82.6,57.3
0.4766608,2004,7,20,0.16,81.5,55.2
0.5354068,2004,7,21,0.05,84.0,54.2
0.6275144,2004,7,22,0.0,84.1,57.5
0.5512779,2004,7,23,0.05,80.9,58.3
0.4760231,2004,7,24,0.1,82.1,56.5
0.5059616,2004,7,25,0.02,84.6,59.8
0.501673,2004,7,26,0.0,82.9,59.6
0.497541,2004,7,27,0.02,84.8,57.4
0.4787716,2004,7,28,0.03,80.6,56.3
0.5086224,2004,7,29,0.0,83.7,59.5
0.5532044,2004,7,30,0.0,86.9,63.2
0.4969233,2004,7,31,0.0,85.3,64.9
0.4399811,2004,8,1,0.0,85.7,62.0
0.4269684,2004,8,2,0.09,76.9,55.5
0.333557,2004,8,3,0.18,77.8,52.5
0.4019439,2004,8,4,0.0,81.9,56.7
0.4301406,2004,8,5,0.0,83.2,59.9
0.4165229,2004,8,6,0.0,82.3,59.2
0.421587,2004,8,7,0.0,81.7,57.5
0.4256704,2004,8,8,0.0,85.6,56.4
0.4090088,2004,8,9,0.0,87.1,58.1
0.4117711,2004,8,10,0.0,88.5,60.9
0.4040808,2004,8,11,0.0,89.3,61.1
0.4060301,2004,8,12,0.0,88.6,63.8
0.3976888,2004,8,13,0.0,88.1,62.4
0.3491105,2004,8,14,0.0,86.8,60.7
0.3449618,2004,8,15,0.08,81.7,56.3
0.3196968,2004,8,16,0.02,75.4,55.4
0.2943833,2004,8,17,0.15,73.9,50.3
0.3337521,2004,8,18,0.09,69.3,49.7
0.3578434,2004,8,19,0.0,71.1,50.9
0.2895766,2004,8,20,0.14,73.2,50.8
0.2539746,2004,8,21,0.16,74.4,51.3
0.2939385,2004,8,22,0.01,75.8,52.5
0.3161215,2004,8,23,0.0,76.8,53.6
0.2477014,2004,8,24,0.1,67.8,49.4
0.2834807,2004,8,25,0.0,70.7,49.5
0.289147,2004,8,26,0.0,77.4,50.9
0.2870891,2004,8,27,0.0,69.7,44.4
0.2822131,2004,8,28,0.0,65.3,42.8
0.266341,2004,8,29,0.0,74.2,43.8
0.269713,2004,8,30,0.0,79.9,52.7
0.2625011,2004,8,31,0.0,80.4,56.6
0.2548309,2004,9,1,0.0,84.7,59.5
0.2567959,2004,9,2,0.0,87.1,60.0
0.2871769,2004,9,3,0.18,82.0,46.7
-0.0314831,2004,9,4,0.42,47.5,34.1
0.2063488,2004,9,5,0.08,55.5,35.1
0.2041278,2004,9,6,0.0,69.8,45.4
0.2070445,2004,9,7,0.0,75.4,50.9
0.216721,2004,9,8,0.0,80.3,52.7
0.2241547,2004,9,9,0.0,82.1,55.4
0.2299864,2004,9,10,0.0,81.8,54.0
0.2346431,2004,9,11,0.0,79.6,51.8
0.236343,2004,9,12,0.01,82.4,55.0
0.2308774,2004,9,13,0.0,77.9,51.1
0.2235612,2004,9,14,0.0,77.3,45.5
0.2258083,2004,9,15,0.0,62.8,39.9
0.2177068,2004,9,16,0.0,69.5,41.3
0.2193238,2004,9,17,0.0,77.7,51.7
0.220711,2004,9,18,0.0,77.6,55.4
0.2319086,2004,9,19,0.0,72.4,48.9
0.2429486,2004,9,20,0.01,60.7,38.5
0.2338565,2004,9,21,0.0,50.2,32.0
0.2346529,2004,9,22,0.01,50.3,31.8
0.2153545,2004,9,23,0.0,58.9,33.1
0.2059752,2004,9,24,0.0,67.4,42.7
0.1965264,2004,9,25,0.0,71.8,46.6
0.1970175,2004,9,26,0.0,73.4,47.9
0.1874566,2004,9,27,0.0,78.1,51.5
0.1978503,2004,9,28,0.0,76.2,50.9
0.096562,2004,9,29,0.27,67.7,41.4
0.1705294,2004,9,30,0.0,58.0,38.6
0.175232,2004,10,1,0.0,57.1,39.0
0.1690414,2004,10,2,0.0,61.8,42.1
0.172168,2004,10,3,0.0,64.5,44.0
0.164764,2004,10,4,0.0,66.0,44.7
0.1669409,2004,10,5,0.0,67.7,45.0
0.1687828,2004,10,6,0.0,65.3,43.6
0.1803534,2004,10,7,0.0,67.1,43.7
0.1717023,2004,10,8,0.0,72.0,45.2
0.1728679,2004,10,9,0.0,73.3,51.9
0.1738809,2004,10,10,0.0,70.0,46.5
0.1747659,2004,10,11,0.0,54.4,39.5
0.1755427,2004,10,12,0.0,54.9,38.7
0.1762275,2004,10,13,0.0,64.2,40.2
0.1768335,2004,10,14,0.0,59.5,36.2
0.1673719,2004,10,15,0.0,66.2,40.3
0.1678517,2004,10,16,0.0,71.9,44.4
0.1682809,2004,10,17,0.0,70.1,43.0
0.1786658,2004,10,18,0.02,54.9,40.4
0.1175705,2004,10,19,0.23,47.8,36.7
-0.4280337,2004,10,20,1.05,49.4,37.5
-0.5380337,2004,10,21,1.66,43.1,34.4
-0.2305199,2004,10,22,0.24,40.0,32.8
-0.0094696,2004,10,23,0.0,46.5,32.0
0.0441713,2004,10,24,0.03,49.5,34.1
-0.0804816,2004,10,25,0.94,39.3,30.4
0.0330797,2004,10,26,0.23,39.2,30.7
-0.2214645,2004,10,27,0.38,44.1,34.5
-0.0400297,2004,10,28,0.22,40.5,29.8
0.0460902,2004,10,29,0.0,40.9,24.9
0.0805593,2004,10,30,0.0,44.6,24.7
0.0937479,2004,10,31,0.0,46.7,27.2
0.1200858,2004,11,1,0.0,41.5,19.7
0.1519513,2004,11,2,0.0,34.8,17.1
0.1308631,2004,11,3,0.0,49.6,24.4
0.1376028,2004,11,4,0.0,52.8,29.3
0.1330282,2004,11,5,0.0,47.5,29.6
0.1357922,2004,11,6,0.0,53.2,31.9
0.1439932,2004,11,7,0.0,57.7,33.6
0.2839932,2004,11,8,1.04,50.7,37.4
-0.3978537,2004,11,9,0.16,42.3,29.9
0.0113599,2004,11,10,0.0,47.8,29.7
0.0647612,2004,11,11,0.0,47.6,31.6
-0.2934215,2004,11,12,0.27,42.1,31.1
0.0721618,2004,11,13,0.03,38.7,29.6
0.0629191,2004,11,14,0.02,38.0,29.6
0.1140563,2004,11,15,0.0,40.2,27.7
0.1272026,2004,11,16,0.0,46.3,27.1
0.1267948,2004,11,17,0.0,47.7,29.6
0.1337806,2004,11,18,0.0,50.3,29.6
0.1489548,2004,11,19,0.0,47.5,28.8
0.1629748,2004,11,20,0.0,34.7,20.8
0.1500239,2004,11,21,0.17,25.5,19.2
0.1581591,2004,11,22,0.0,28.7,19.6
0.1403801,2004,11,23,0.0,42.5,20.2
0.1622554,2004,11,24,0.0,36.9,22.4
0.1433262,2004,11,25,0.0,42.6,22.6
0.1449695,2004,11,26,0.0,52.5,27.8
0.1009457,2004,11,27,0.02,40.8,26.5
0.1340634,2004,11,28,0.45,33.2,16.7
0.1449291,2004,11,29,0.0,22.8,10.5
0.1461614,2004,11,30,0.0,24.1,5.1
0.1372279,2004,12,1,0.0,33.4,7.6
0.1381558,2004,12,2,0.0,25.6,10.7
0.1289675,2004,12,3,0.0,26.4,6.1
0.1296807,2004,12,4,0.0,36.2,12.5
0.13031,2004,12,5,0.0,36.1,15.3
0.1208675,2004,12,6,0.0,36.1,13.6
0.1213631,2004,12,7,0.0,35.3,18.3
0.1118052,2004,12,8,0.0,36.6,25.4
0.1121896,2004,12,9,0.0,45.1,28.4
0.1115958,2004,12,10,0.0,52.6,32.4
0.1001428,2004,12,11,0.0,54.5,34.0
0.0930359,2004,12,12,0.0,61.3,37.6
0.0905113,2004,12,13,0.0,59.0,32.0
0.1041013,2004,12,14,0.0,51.8,30.5
0.1054521,2004,12,15,0.0,52.4,27.1
0.1066915,2004,12,16,0.0,38.8,23.0
0.1077297,2004,12,17,0.0,37.9,19.7
0.1086255,2004,12,18,0.0,46.5,22.1
0.1094035,2004,12,19,0.0,46.1,25.5
0.1100833,2004,12,20,0.0,49.3,26.5
0.1106804,2004,12,21,0.0,47.1,19.4
0.1012071,2004,12,22,0.0,36.4,12.2
0.1010384,2004,12,23,0.02,30.5,10.0
0.1020548,2004,12,24,0.0,25.0,7.8
0.1024288,2004,12,25,0.0,37.5,11.9
0.1027636,2004,12,26,0.0,48.3,22.4
0.1030644,2004,12,27,0.0,45.5,29.7
0.1033354,2004,12,28,0.01,37.3,26.3
0.0194979,2004,12,29,0.59,36.5,27.2
0.0894638,2004,12,30,0.33,34.9,27.5
0.0915376,2004,12,31,0.02,34.6,29.3
0.0810166,2005,1,1,0.24,35.2,20.8
0.0845742,2005,1,2,0.0,31.7,16.8
0.086028,2005,1,3,0.12,30.8,20.9
0.0872493,2005,1,4,0.65,32.6,24.4
0.0882857,2005,1,5,0.12,29.3,17.0
0.0891728,2005,1,6,0.0,32.9,11.5
0.1099378,2005,1,7,0.0,27.6,7.1
0.110602,2005,1,8,0.11,33.5,10.8
0.0697195,2005,1,9,0.26,38.4,31.5
-0.1723874,2005,1,10,0.32,42.4,35.0
-0.3242221,2005,1,11,0.27,43.0,33.3
-0.0899113,2005,1,12,0.15,38.3,22.4
-0.0236684,2005,1,13,0.0,34.5,14.1
0.0155277,2005,1,14,0.0,38.8,16.1
0.0407546,2005,1,15,0.0,44.1,21.4
0.0562127,2005,1,16,0.0,46.2,27.8
0.0559596,2005,1,17,0.0,50.6,30.1
0.0728079,2005,1,18,0.0,44.6,25.9
0.0880367,2005,1,19,0.0,53.2,30.2
0.0913276,2005,1,20,0.0,55.6,34.6
0.1015417,2005,1,21,0.0,57.5,34.1
0.1052934,2005,1,22,0.0,52.3,30.7
0.1184398,2005,1,23,0.0,51.3,30.4
0.1107903,2005,1,24,0.0,51.4,28.7
0.1227306,2005,1,25,0.0,50.7,28.1
0.1243787,2005,1,26,0.0,42.2,27.3
0.0953382,2005,1,27,0.23,37.4,27.4
0.1075407,2005,1,28,0.04,39.5,27.6
0.090869,2005,1,29,0.05,41.4,27.9
0.1118167,2005,1,30,0.38,34.2,25.9
0.1151983,2005,1,31,0.0,36.8,20.5
0.1179609,2005,2,1,0.0,37.3,21.3
0.1902464,2005,2,2,0.0,33.1,17.1
0.1621585,2005,2,3,0.0,40.8,20.8
0.1337732,2005,2,4,0.0,43.1,22.8
0.1251176,2005,2,5,0.0,46.3,24.7
0.1263146,2005,2,6,0.0,44.4,21.7
0.1244562,2005,2,7,0.22,38.3,21.3
0.1269203,2005,2,8,0.12,35.1,17.2
0.1281588,2005,2,9,0.0,34.9,12.8
0.1289558,2005,2,10,0.0,38.9,15.7
0.1296548,2005,2,11,0.0,40.2,19.0
0.1302364,2005,2,12,0.19,33.6,25.1
0.1208047,2005,2,13,0.0,41.8,25.4
0.1312242,2005,2,14,0.0,47.5,28.6
0.1211543,2005,2,15,0.0,46.6,28.0
0.1118317,2005,2,16,0.08,30.9,21.8
0.0922162,2005,2,17,0.0,33.9,20.5
0.0925618,2005,2,18,0.04,36.3,21.0
0.0924411,2005,2,19,0.22,36.2,26.0
0.0207993,2005,2,20,0.1,42.2,29.1
0.0877975,2005,2,21,0.02,42.6,26.5
0.0850385,2005,2,22,0.38,34.4,28.1
-0.0197271,2005,2,23,0.51,38.8,29.2
0.0509619,2005,2,24,0.08,37.3,25.1
0.0673844,2005,2,25,0.0,43.1,22.1
0.0739339,2005,2,26,0.0,43.7,24.7
0.0885963,2005,2,27,0.0,44.4,25.1
0.0919395,2005,2,28,0.0,46.6,25.6
0.0542326,2005,3,1,0.06,43.8,23.3
0.0962784,2005,3,2,0.0,45.0,24.3
-0.0650317,2005,3,3,0.26,46.5,27.7
0.0689842,2005,3,4,0.0,41.7,26.9
0.0828301,2005,3,5,0.0,43.8,27.5
0.0986446,2005,3,6,0.0,45.9,26.4
0.1009684,2005,3,7,0.0,48.9,26.8
0.0977238,2005,3,8,0.0,56.0,28.4
0.0888562,2005,3,9,0.0,59.1,32.3
0.0804015,2005,3,10,0.0,61.9,33.3
0.0853275,2005,3,11,0.0,57.5,33.1
0.1057012,2005,3,12,0.0,57.1,33.2
0.0964512,2005,3,13,0.0,64.3,28.7
0.1129242,2005,3,14,0.0,40.8,22.6
0.142165,2005,3,15,0.0,35.9,18.3
0.1289238,2005,3,16,0.0,42.3,20.7
0.1234955,2005,3,17,0.0,48.9,27.2
0.1265475,2005,3,18,0.0,47.1,26.5
0.1281406,2005,3,19,0.0,49.5,25.8
-0.1126715,2005,3,20,0.09,47.2,27.8
0.0983484,2005,3,21,0.02,43.1,28.1
0.1108335,2005,3,22,0.0,44.9,27.3
-0.5693536,2005,3,23,0.23,47.8,29.5
-0.0323335,2005,3,24,0.43,37.1,27.8
-0.1094913,2005,3,25,0.32,40.3,24.5
0.045388,2005,3,26,0.08,36.1,21.5
0.0778075,2005,3,27,0.0,41.1,21.9
0.0941353,2005,3,28,0.08,57.7,29.9
0.0941451,2005,3,29,0.23,47.4,25.2
0.1001369,2005,3,30,0.07,41.0,21.5
0.1047845,2005,3,31,0.0,38.1,19.3
0.1184703,2005,4,1,0.0,41.3,17.4
0.1101166,2005,4,2,0.0,59.7,23.2
0.1185391,2005,4,3,0.0,61.6,34.1
0.1206477,2005,4,4,0.0,55.6,34.4
0.1143769,2005,4,5,0.03,42.7,25.1
0.1165197,2005,4,6,0.0,48.7,23.7
0.137532,2005,4,7,0.0,59.3,30.0
0.1460852,2005,4,8,0.0,62.7,32.2
-0.0821573,2005,4,9,0.19,48.7,26.0
0.1088917,2005,4,10,0.02,41.2,27.2
0.1238217,2005,4,11,0.0,44.8,25.2
0.137938,2005,4,12,0.0,54.6,26.8
0.148395,2005,4,13,0.0,61.7,37.5
0.160659,2005,4,14,0.0,61.1,26.0
0.1541853,2005,4,15,0.0,46.7,22.5
0.1662828,2005,4,16,0.0,53.5,25.6
0.1846946,2005,4,17,0.0,63.9,33.8
0.2026149,2005,4,18,0.0,65.3,42.0
0.2226149,2005,4,19,0.95,48.9,26.6
-0.0563769,2005,4,20,0.45,35.8,24.6
0.1136402,2005,4,21,0.0,43.7,25.7
0.1303207,2005,4,22,0.0,53.2,29.3
0.1341235,2005,4,23,0.0,54.3,35.4
0.2341235,2005,4,24,0.72,57.3,36.4
-0.7081358,2005,4,25,0.41,40.7,33.5
-0.5261411,2005,4,26,0.22,47.0,33.9
0.2275622,2005,4,27,0.0,56.1,35.6
0.3010171,2005,4,28,0.03,55.8,35.9
0.4286301,2005,4,29,0.03,51.2,32.2
0.5087854,2005,4,30,0.02,51.4,29.6
0.0472761,2005,5,1,0.18,52.2,34.7
0.1888472,2005,5,2,0.15,44.3,34.5
0.436167,2005,5,3,0.13,52.0,34.1
0.5077607,2005,5,4,0.01,59.1,36.9
0.600618,2005,5,5,0.0,64.0,42.8
0.5347615,2005,5,6,0.07,60.5,35.5
0.6224047,2005,5,7,0.04,51.5,32.0
0.639104,2005,5,8,0.01,54.7,33.7
0.6840247,2005,5,9,0.0,60.3,39.1
0.3710826,2005,5,10,0.17,56.0,32.3
0.2327118,2005,5,11,0.29,37.8,30.6
0.653188,2005,5,12,0.07,48.5,30.5
0.6565669,2005,5,13,0.04,55.4,31.0
0.666649,2005,5,14,0.0,59.0,36.5
0.6742794,2005,5,15,0.04,63.1,40.5
0.8002641,2005,5,16,0.0,69.0,41.9
-0.0335485,2005,5,17,0.47,65.8,30.7
0.8183414,2005,5,18,0.06,56.5,33.7
1.2391912,2005,5,19,0.0,69.8,43.9
1.9539277,2005,5,20,0.0,74.2,47.4
3.2648498,2005,5,21,0.0,76.6,48.1
3.3731917,2005,5,22,0.0,71.2,46.1
5.0796686,2005,5,23,0.0,79.3,50.0
8.9848316,2005,5,24,0.0,77.8,51.3
7.4890027,2005,5,25,0.0,72.7,46.3
5.1924166,2005,5,26,0.0,67.8,44.0
9.5952486,2005,5,27,0.01,70.5,44.7
8.2943337,2005,5,28,0.04,71.5,47.1
11.299045,2005,5,29,0.01,76.3,47.7
10.5008533,2005,5,30,0.0,69.2,41.4
7.7024067,2005,5,31,0.0,63.5,40.6
9.0037511,2005,6,1,0.0,69.7,44.1
10.3049223,2005,6,2,0.0,70.8,43.1
8.8755456,2005,6,3,0.34,58.6,36.5
10.3499203,2005,6,4,0.07,60.3,35.1
9.3622209,2005,6,5,0.0,66.3,45.1
7.7714919,2005,6,6,0.01,69.4,45.1
7.6786539,2005,6,7,0.0,61.6,38.1
6.184302,2005,6,8,0.0,58.3,34.8
5.4888351,2005,6,9,0.01,52.2,36.8
4.8865696,2005,6,10,0.02,55.3,36.8
4.1597996,2005,6,11,0.14,59.8,40.3
3.480432,2005,6,12,0.16,55.9,38.1
3.6705308,2005,6,13,0.0,66.9,39.5
3.8780486,2005,6,14,0.0,67.9,42.4
4.9839544,2005,6,15,0.0,78.2,50.0
5.9886784,2005,6,16,0.0,79.0,52.9
6.4925162,2005,6,17,0.0,74.9,58.8
6.5956764,2005,6,18,0.0,72.2,44.2
6.6983093,2005,6,19,0.0,70.1,45.1
6.5005259,2005,6,20,0.0,76.5,50.5
6.7024092,2005,6,21,0.0,82.0,57.0
6.9040228,2005,6,22,0.0,83.6,60.1
6.3980858,2005,6,23,0.02,77.7,55.0
6.8049278,2005,6,24,0.0,80.6,53.7
4.4062177,2005,6,25,0.0,77.4,51.2
3.4073424,2005,6,26,0.0,74.8,51.3
3.295785,2005,6,27,0.0,75.3,49.2
3.1061799,2005,6,28,0.0,76.7,53.5
3.107345,2005,6,29,0.0,75.6,48.5
3.4083649,2005,6,30,0.0,74.9,46.2
3.6092627,2005,7,1,0.0,81.0,50.6
4.2100571,2005,7,2,0.0,86.3,60.6
4.2107636,2005,7,3,0.0,86.4,55.2
3.6113945,2005,7,4,0.0,81.5,54.5
3.6119605,2005,7,5,0.0,85.8,56.6
3.6124703,2005,7,6,0.0,84.4,61.1
3.5129312,2005,7,7,0.0,86.8,61.2
3.4133495,2005,7,8,0.0,87.7,57.9
3.4137304,2005,7,9,0.0,86.6,57.7
3.2140786,2005,7,10,0.0,82.8,62.0
3.114398,2005,7,11,0.0,84.7,60.4
3.3146918,2005,7,12,0.0,85.6,60.2
3.414963,2005,7,13,0.0,93.3,64.8
3.3152142,2005,7,14,0.0,92.5,66.8
3.4154475,2005,7,15,0.0,92.9,64.6
2.915665,2005,7,16,0.0,92.1,68.1
2.9158682,2005,7,17,0.0,92.9,68.6
2.9160588,2005,7,18,0.0,91.4,60.2
2.816238,2005,7,19,0.0,90.2,62.6
2.716407,2005,7,20,0.0,95.3,66.6
2.7165669,2005,7,21,0.0,95.8,68.9
2.7167186,2005,7,22,0.04,91.1,63.1
2.7905707,2005,7,23,0.08,88.9,60.5
2.9033942,2005,7,24,0.01,84.4,59.0
2.6572648,2005,7,25,0.24,83.3,57.9
2.6641587,2005,7,26,0.02,84.2,54.5
2.5782156,2005,7,27,0.0,80.3,51.9
2.5848413,2005,7,28,0.0,86.7,55.4
2.4900934,2005,7,29,0.0,88.7,61.7
2.491907,2005,7,30,0.0,85.6,59.0
2.3971419,2005,7,31,0.01,80.8,56.9
2.3635558,2005,8,1,0.1,82.4,58.5
2.232786,2005,8,2,0.16,78.9,56.1
2.0804939,2005,8,3,0.03,78.6,54.0
2.0867445,2005,8,4,0.0,80.1,57.0
2.09172,2005,8,5,0.0,82.7,59.7
1.9957445,2005,8,6,0.0,84.2,60.5
1.9990452,2005,8,7,0.0,85.3,60.2
2.0017851,2005,8,8,0.0,86.6,62.2
1.9553892,2005,8,9,0.08,83.0,57.9
1.8931186,2005,8,10,0.0,79.9,57.8
1.8066074,2005,8,11,0.15,82.0,56.8
1.8772749,2005,8,12,0.0,81.9,56.3
1.8843687,2005,8,13,0.0,81.2,57.6
1.5774645,2005,8,14,0.34,78.5,51.4
1.7047598,2005,8,15,0.05,77.2,53.4
1.4693012,2005,8,16,0.14,71.9,52.4
1.4129443,2005,8,17,0.07,70.4,48.9
1.4524111,2005,8,18,0.0,77.0,53.2
1.4656499,2005,8,19,0.0,77.1,52.9
1.3755549,2005,8,20,0.0,79.4,52.6
1.3831583,2005,8,21,0.0,81.1,57.4
1.2891214,2005,8,22,0.03,79.9,57.9
1.2938834,2005,8,23,0.0,81.0,56.9
1.1977459,2005,8,24,0.0,81.3,57.5
1.200921,2005,8,25,0.0,79.0,61.1
1.1035619,2005,8,26,0.0,80.2,58.1
1.1057813,2005,8,27,0.0,82.3,57.7
1.1076635,2005,8,28,0.0,85.3,58.2
1.009273,2005,8,29,0.0,86.3,60.0
1.0106593,2005,8,30,0.0,87.3,58.2
1.0118614,2005,8,31,0.0,71.1,44.7
0.8929101,2005,9,1,0.0,72.9,45.3
0.8638301,2005,9,2,0.0,81.0,50.9
0.8246412,2005,9,3,0.0,80.5,57.0
0.7753597,2005,9,4,0.0,80.3,54.5
0.7259991,2005,9,5,0.0,78.6,52.4
0.6965704,2005,9,6,0.0,79.4,53.1
0.6570828,2005,9,7,0.0,80.1,56.2
0.6175442,2005,9,8,0.0,80.1,56.0
0.5979611,2005,9,9,0.0,79.2,55.1
0.5783391,2005,9,10,0.0,73.5,49.8
0.548683,2005,9,11,0.0,66.9,37.5
0.5489969,2005,9,12,0.0,59.9,37.0
0.5292843,2005,9,13,0.0,63.8,37.2
0.4795482,2005,9,14,0.0,66.7,39.7
0.4497914,2005,9,15,0.0,65.9,41.7
0.4100161,2005,9,16,0.0,72.6,45.0
0.3902244,2005,9,17,0.0,70.5,48.4
0.380418,2005,9,18,0.0,69.4,42.2
0.3705985,2005,9,19,0.0,65.6,41.0
0.3507673,2005,9,20,0.0,73.8,43.9
0.3153071,2005,9,21,0.49,73.9,49.7
0.2865732,2005,9,22,0.07,66.2,47.5
0.289401,2005,9,23,0.0,69.5,46.1
0.3322065,2005,9,24,0.0,71.7,48.3
0.3511283,2005,9,25,0.0,64.1,36.2
0.3480344,2005,9,26,0.0,60.2,33.3
0.2622111,2005,9,27,0.08,68.6,40.3
0.250599,2005,9,28,0.3,64.0,42.6
0.2977182,2005,9,29,0.0,63.2,42.3
0.300312,2005,9,30,0.0,69.5,44.2
0.2497747,2005,10,1,0.0,74.7,46.2
0.2470639,2005,10,2,0.0,73.5,49.5
0.2527968,2005,10,3,0.0,69.5,42.7
0.2648222,2005,10,4,0.03,54.7,35.4
0.260464,2005,10,5,0.0,48.2,27.5
0.2536489,2005,10,6,0.0,48.9,25.9
0.2462958,2005,10,7,0.0,57.6,29.0
0.2585183,2005,10,8,0.0,71.8,39.4
0.2704015,2005,10,9,0.0,56.7,31.1
0.248589,2005,10,10,0.07,49.8,30.3
0.257219,2005,10,11,0.0,51.9,29.1
0.2393339,2005,10,12,0.0,57.2,31.9
0.2311303,2005,10,13,0.0,58.2,37.0
0.2226683,2005,10,14,0.0,65.9,38.7
0.2039943,2005,10,15,0.0,69.5,42.9
0.215145,2005,10,16,0.0,63.3,43.0
0.2061493,2005,10,17,0.0,61.9,38.8
